season,date,team1,team2,venue,city,toss_winner,toss_decision,winner,win_type,win_margin,id
2012,2012-04-11,MI,RR,Wankhede Stadium,Mumbai,RR,field,MI,runs,27,257
2012,2012-04-12,CSK,RCB,"MA Chidambaram Stadium, Chepauk",Chennai,RCB,bat,CSK,wickets,5,258
2012,2012-04-12,PBKS,PWI,"Punjab Cricket Association Stadium, Mohali",Chandigarh,PBKS,field,PBKS,wickets,7,259
2012,2012-04-13,KKR,RR,Eden Gardens,Kolkata,RR,bat,KKR,wickets,5,260
2012,2012-04-14,PWI,CSK,Subrata Roy Sahara Stadium,Pune,CSK,bat,PWI,wickets,7,261
2012,2012-04-15,RCB,RR,M Chinnaswamy Stadium,Bangalore,RR,bat,RR,runs,59,262
2012,2012-04-15,KKR,PBKS,Eden Gardens,Kolkata,KKR,field,PBKS,runs,2,263
2012,2012-04-16,MI,DC,Wankhede Stadium,Mumbai,DC,field,DC,wickets,7,264
2012,2012-04-17,RR,DC08,Sawai Mansingh Stadium,Jaipur,DC08,bat,RR,wickets,5,265
2012,2012-04-17,RCB,PWI,M Chinnaswamy Stadium,Bangalore,PWI,bat,RCB,wickets,6,266
2012,2012-04-18,PBKS,KKR,"Punjab Cricket Association Stadium, Mohali",Chandigarh,PBKS,bat,KKR,wickets,8,267
2012,2012-04-19,DC,DC08,Feroz Shah Kotla,Delhi,DC08,bat,DC,wickets,5,268
2012,2012-04-19,CSK,PWI,"MA Chidambaram Stadium, Chepauk",Chennai,PWI,field,CSK,runs,13,269
2012,2012-04-20,PBKS,RCB,"Punjab Cricket Association Stadium, Mohali",Chandigarh,RCB,field,RCB,wickets,5,270
2012,2012-04-21,DC,PWI,Feroz Shah Kotla,Delhi,DC,field,PWI,runs,20,271
2012,2012-04-21,CSK,RR,"MA Chidambaram Stadium, Chepauk",Chennai,RR,bat,CSK,wickets,7,272
2012,2012-04-22,DC08,KKR,Barabati Stadium,Cuttack,KKR,field,KKR,wickets,5,273
2012,2012-04-22,MI,PBKS,Wankhede Stadium,Mumbai,MI,bat,PBKS,wickets,6,274
2012,2012-04-23,RR,RCB,Sawai Mansingh Stadium,Jaipur,RR,field,RCB,runs,46,275
2012,2012-04-24,PWI,DC,Subrata Roy Sahara Stadium,Pune,PWI,bat,DC,wickets,8,276
2012,2012-04-25,PBKS,MI,"Punjab Cricket Association Stadium, Mohali",Chandigarh,PBKS,bat,MI,wickets,4,277
2012,2012-04-26,PWI,DC08,Subrata Roy Sahara Stadium,Pune,DC08,bat,DC08,runs,18,278
2012,2012-04-27,DC,MI,Feroz Shah Kotla,Delhi,MI,field,DC,runs,37,279
2012,2012-04-28,CSK,PBKS,"MA Chidambaram Stadium, Chepauk",Chennai,PBKS,bat,PBKS,runs,7,280
2012,2012-04-28,KKR,RCB,Eden Gardens,Kolkata,KKR,bat,KKR,runs,47,281
2012,2012-04-29,DC,RR,Feroz Shah Kotla,Delhi,DC,bat,DC,runs,1,282
2012,2012-04-29,MI,DC08,Wankhede Stadium,Mumbai,MI,field,MI,wickets,5,283
2012,2012-04-30,CSK,KKR,"MA Chidambaram Stadium, Chepauk",Chennai,CSK,bat,KKR,wickets,5,284
2012,2012-05-01,DC08,PWI,Barabati Stadium,Cuttack,DC08,bat,DC08,runs,13,285
2012,2012-05-01,RR,DC,Sawai Mansingh Stadium,Jaipur,RR,bat,DC,wickets,6,286
2012,2012-05-02,RCB,PBKS,M Chinnaswamy Stadium,Bangalore,PBKS,field,PBKS,wickets,4,287
2012,2012-05-03,PWI,MI,Subrata Roy Sahara Stadium,Pune,MI,bat,MI,runs,1,288
2012,2012-05-04,CSK,DC08,"MA Chidambaram Stadium, Chepauk",Chennai,CSK,bat,CSK,runs,10,289
2012,2012-05-05,KKR,PWI,Eden Gardens,Kolkata,KKR,bat,KKR,runs,7,290
2012,2012-05-05,PBKS,RR,"Punjab Cricket Association Stadium, Mohali",Chandigarh,RR,bat,RR,runs,43,291
2012,2012-05-06,MI,CSK,Wankhede Stadium,Mumbai,MI,field,MI,wickets,2,292
2012,2012-05-06,RCB,DC08,M Chinnaswamy Stadium,Bangalore,RCB,field,RCB,wickets,5,293
2012,2012-05-07,DC,KKR,Feroz Shah Kotla,Delhi,DC,bat,KKR,wickets,6,294
2012,2012-05-08,PWI,RR,Subrata Roy Sahara Stadium,Pune,PWI,bat,RR,wickets,7,295
2012,2012-05-08,DC08,PBKS,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,DC08,field,PBKS,runs,25,296
2012,2012-05-09,MI,RCB,Wankhede Stadium,Mumbai,RCB,field,RCB,wickets,9,297
2012,2012-05-10,RR,CSK,Sawai Mansingh Stadium,Jaipur,CSK,field,CSK,wickets,4,298
2012,2012-05-10,DC08,DC,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,DC08,bat,DC,wickets,9,299
2012,2012-05-11,PWI,RCB,Subrata Roy Sahara Stadium,Pune,PWI,field,RCB,runs,35,300
2012,2012-05-12,CSK,DC,"MA Chidambaram Stadium, Chepauk",Chennai,CSK,field,CSK,wickets,9,301
2012,2012-05-12,KKR,MI,Eden Gardens,Kolkata,MI,bat,MI,runs,27,302
2012,2012-05-13,RR,PWI,Sawai Mansingh Stadium,Jaipur,RR,bat,RR,runs,45,303
2012,2012-05-13,PBKS,DC08,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DC08,bat,PBKS,wickets,4,304
2012,2012-05-14,RCB,MI,M Chinnaswamy Stadium,Bangalore,MI,field,MI,wickets,5,305
2012,2012-05-14,KKR,CSK,Eden Gardens,Kolkata,CSK,field,CSK,wickets,5,306
2012,2012-05-15,DC,PBKS,Feroz Shah Kotla,Delhi,PBKS,bat,DC,wickets,5,307
2012,2012-05-16,MI,KKR,Wankhede Stadium,Mumbai,MI,field,KKR,runs,32,308
2012,2012-05-17,PBKS,CSK,Himachal Pradesh Cricket Association Stadium,Dharamsala,PBKS,field,PBKS,wickets,6,309
2012,2012-05-17,DC,RCB,Feroz Shah Kotla,Delhi,DC,field,RCB,runs,21,310
2012,2012-05-18,DC08,RR,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,RR,bat,DC08,wickets,5,311
2012,2012-05-19,PBKS,DC,Himachal Pradesh Cricket Association Stadium,Dharamsala,DC,field,DC,wickets,6,312
2012,2012-05-19,PWI,KKR,Subrata Roy Sahara Stadium,Pune,KKR,bat,KKR,runs,34,313
2012,2012-05-20,DC08,RCB,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,RCB,field,DC08,runs,9,314
2012,2012-05-20,RR,MI,Sawai Mansingh Stadium,Jaipur,RR,bat,MI,wickets,10,315
2012,2012-05-22,DC,KKR,Subrata Roy Sahara Stadium,Pune,KKR,bat,KKR,runs,18,316
2012,2012-05-23,CSK,MI,M Chinnaswamy Stadium,Bangalore,MI,field,CSK,runs,38,317
2012,2012-05-25,DC,CSK,"MA Chidambaram Stadium, Chepauk",Chennai,DC,field,CSK,runs,86,318
2012,2012-05-27,KKR,CSK,"MA Chidambaram Stadium, Chepauk",Chennai,CSK,bat,KKR,wickets,5,319
2013,2013-04-03,KKR,DC,Eden Gardens,Kolkata,KKR,field,KKR,wickets,6,320
2013,2013-04-04,RCB,MI,M Chinnaswamy Stadium,Bangalore,MI,field,RCB,runs,2,321
2013,2013-04-05,SRH,PWI,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,PWI,field,SRH,runs,22,322
2013,2013-04-06,DC,RR,Feroz Shah Kotla,Delhi,RR,bat,RR,runs,5,323
2013,2013-04-06,CSK,MI,"MA Chidambaram Stadium, Chepauk",Chennai,MI,bat,MI,runs,9,324
2013,2013-04-07,PWI,PBKS,Subrata Roy Sahara Stadium,Pune,PWI,bat,PBKS,wickets,8,325
2013,2013-04-08,RR,KKR,Sawai Mansingh Stadium,Jaipur,KKR,field,RR,runs,19,326
2013,2013-04-09,MI,DC,Wankhede Stadium,Mumbai,MI,bat,MI,runs,44,327
2013,2013-04-09,RCB,SRH,M Chinnaswamy Stadium,Bangalore,SRH,bat,RCB,wickets,7,328
2013,2013-04-10,PBKS,CSK,"Punjab Cricket Association Stadium, Mohali",Chandigarh,CSK,field,CSK,wickets,10,329
2013,2013-04-11,RCB,KKR,M Chinnaswamy Stadium,Bangalore,RCB,field,RCB,wickets,8,330
2013,2013-04-11,PWI,RR,Subrata Roy Sahara Stadium,Pune,RR,bat,PWI,wickets,7,331
2013,2013-04-12,DC,SRH,Feroz Shah Kotla,Delhi,DC,bat,SRH,wickets,3,332
2013,2013-04-13,MI,PWI,Wankhede Stadium,Mumbai,MI,bat,MI,runs,41,333
2013,2013-04-13,CSK,RCB,"MA Chidambaram Stadium, Chepauk",Chennai,CSK,field,CSK,wickets,4,334
2013,2013-04-14,KKR,SRH,Eden Gardens,Kolkata,KKR,bat,KKR,runs,48,335
2013,2013-04-14,RR,PBKS,Sawai Mansingh Stadium,Jaipur,RR,field,RR,wickets,6,336
2013,2013-04-15,CSK,PWI,"MA Chidambaram Stadium, Chepauk",Chennai,PWI,bat,PWI,runs,24,337
2013,2013-04-16,PBKS,KKR,"Punjab Cricket Association Stadium, Mohali",Chandigarh,KKR,field,PBKS,runs,4,338
2013,2013-04-17,PWI,SRH,Maharashtra Cricket Association Stadium,Pune,PWI,field,SRH,runs,11,339
2013,2013-04-17,RR,MI,Sawai Mansingh Stadium,Jaipur,RR,bat,RR,runs,87,340
2013,2013-04-18,DC,CSK,Feroz Shah Kotla,Delhi,CSK,bat,CSK,runs,86,341
2013,2013-04-19,SRH,PBKS,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,PBKS,bat,SRH,wickets,5,342
2013,2013-04-20,KKR,CSK,Eden Gardens,Kolkata,KKR,bat,CSK,wickets,4,343
2013,2013-04-20,RCB,RR,M Chinnaswamy Stadium,Bangalore,RCB,field,RCB,wickets,7,344
2013,2013-04-21,DC,MI,Feroz Shah Kotla,Delhi,MI,bat,DC,wickets,9,345
2013,2013-04-21,PBKS,PWI,"Punjab Cricket Association Stadium, Mohali",Chandigarh,PBKS,field,PBKS,wickets,7,346
2013,2013-04-22,CSK,RR,"MA Chidambaram Stadium, Chepauk",Chennai,RR,bat,CSK,wickets,5,347
2013,2013-04-23,RCB,PWI,M Chinnaswamy Stadium,Bangalore,PWI,field,RCB,runs,130,348
2013,2013-04-23,DC,PBKS,Feroz Shah Kotla,Delhi,PBKS,field,PBKS,wickets,5,349
2013,2013-04-24,KKR,MI,Eden Gardens,Kolkata,KKR,bat,MI,wickets,5,350
2013,2013-04-25,CSK,SRH,"MA Chidambaram Stadium, Chepauk",Chennai,SRH,bat,CSK,wickets,5,351
2013,2013-04-26,KKR,PBKS,Eden Gardens,Kolkata,PBKS,bat,KKR,wickets,6,352
2013,2013-04-27,RR,SRH,Sawai Mansingh Stadium,Jaipur,SRH,bat,RR,wickets,8,353
2013,2013-04-27,MI,RCB,Wankhede Stadium,Mumbai,MI,bat,MI,runs,58,354
2013,2013-04-28,DC,PWI,Shaheed Veer Narayan Singh International Stadium,Raipur,PWI,field,DC,runs,15,355
2013,2013-04-28,CSK,KKR,"MA Chidambaram Stadium, Chepauk",Chennai,KKR,field,CSK,runs,14,356
2013,2013-04-29,RR,RCB,Sawai Mansingh Stadium,Jaipur,RR,field,RR,wickets,4,357
2013,2013-04-29,MI,PBKS,Wankhede Stadium,Mumbai,MI,bat,MI,runs,4,358
2013,2013-04-30,PWI,CSK,Subrata Roy Sahara Stadium,Pune,CSK,bat,CSK,runs,37,359
2013,2013-05-01,SRH,MI,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,MI,bat,SRH,wickets,7,360
2013,2013-05-01,DC,KKR,Shaheed Veer Narayan Singh International Stadium,Raipur,KKR,bat,DC,wickets,7,361
2013,2013-05-02,CSK,PBKS,"MA Chidambaram Stadium, Chepauk",Chennai,CSK,bat,CSK,runs,15,362
2013,2013-05-02,PWI,RCB,Subrata Roy Sahara Stadium,Pune,RCB,bat,RCB,runs,17,363
2013,2013-05-03,KKR,RR,Eden Gardens,Kolkata,RR,bat,KKR,wickets,8,364
2013,2013-05-04,SRH,DC,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,DC,bat,SRH,wickets,6,365
2013,2013-05-05,MI,CSK,Wankhede Stadium,Mumbai,MI,bat,MI,runs,60,366
2013,2013-05-05,RR,PWI,Sawai Mansingh Stadium,Jaipur,PWI,bat,RR,wickets,5,367
2013,2013-05-06,PBKS,RCB,"Punjab Cricket Association Stadium, Mohali",Chandigarh,PBKS,field,PBKS,wickets,6,368
2013,2013-05-07,MI,KKR,Wankhede Stadium,Mumbai,MI,bat,MI,runs,65,369
2013,2013-05-07,RR,DC,Sawai Mansingh Stadium,Jaipur,DC,bat,RR,wickets,9,370
2013,2013-05-08,SRH,CSK,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,field,CSK,runs,77,371
2013,2013-05-09,PBKS,RR,"Punjab Cricket Association Stadium, Mohali",Chandigarh,RR,field,RR,wickets,8,372
2013,2013-05-09,PWI,KKR,Subrata Roy Sahara Stadium,Pune,KKR,bat,KKR,runs,46,373
2013,2013-05-10,DC,RCB,Feroz Shah Kotla,Delhi,DC,field,RCB,runs,4,374
2013,2013-05-11,PWI,MI,Subrata Roy Sahara Stadium,Pune,PWI,bat,MI,wickets,5,375
2013,2013-05-11,PBKS,SRH,"Punjab Cricket Association Stadium, Mohali",Chandigarh,PBKS,field,SRH,runs,30,376
2013,2013-05-12,KKR,RCB,JSCA International Stadium Complex,Ranchi,KKR,field,KKR,wickets,5,377
2013,2013-05-12,RR,CSK,Sawai Mansingh Stadium,Jaipur,RR,field,RR,wickets,5,378
2013,2013-05-13,MI,SRH,Wankhede Stadium,Mumbai,SRH,bat,MI,wickets,7,379
2013,2013-05-14,RCB,PBKS,M Chinnaswamy Stadium,Bangalore,PBKS,field,PBKS,wickets,7,380
2013,2013-05-14,CSK,DC,"MA Chidambaram Stadium, Chepauk",Chennai,CSK,bat,CSK,runs,33,381
2013,2013-05-15,KKR,PWI,JSCA International Stadium Complex,Ranchi,KKR,field,PWI,runs,7,382
2013,2013-05-15,MI,RR,Wankhede Stadium,Mumbai,RR,field,MI,runs,14,383
2013,2013-05-16,PBKS,DC,Himachal Pradesh Cricket Association Stadium,Dharamsala,DC,field,PBKS,runs,7,384
2013,2013-05-17,SRH,RR,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,bat,SRH,runs,23,385
2013,2013-05-18,PBKS,MI,Himachal Pradesh Cricket Association Stadium,Dharamsala,MI,field,PBKS,runs,50,386
2013,2013-05-18,RCB,CSK,M Chinnaswamy Stadium,Bangalore,CSK,field,RCB,runs,24,387
2013,2013-05-19,PWI,DC,Subrata Roy Sahara Stadium,Pune,PWI,bat,PWI,runs,38,388
2013,2013-05-19,SRH,KKR,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,KKR,bat,SRH,wickets,5,389
2013,2013-05-21,CSK,MI,Feroz Shah Kotla,Delhi,CSK,bat,CSK,runs,48,390
2013,2013-05-22,RR,SRH,Feroz Shah Kotla,Delhi,SRH,bat,RR,wickets,4,391
2013,2013-05-24,MI,RR,Eden Gardens,Kolkata,RR,bat,MI,wickets,4,392
2013,2013-05-26,CSK,MI,Eden Gardens,Kolkata,MI,bat,MI,runs,23,393
2014,2014-04-16,MI,KKR,Sheikh Zayed Stadium,Abu Dhabi,KKR,bat,KKR,runs,41,394
2014,2014-04-17,DC,RCB,Sharjah Cricket Stadium,Unknown City,RCB,field,RCB,wickets,8,395
2014,2014-04-18,CSK,PBKS,Sheikh Zayed Stadium,Abu Dhabi,CSK,bat,PBKS,wickets,6,396
2014,2014-04-18,SRH,RR,Sheikh Zayed Stadium,Abu Dhabi,RR,field,RR,wickets,4,397
2014,2014-04-19,RCB,MI,Dubai International Cricket Stadium,Unknown City,RCB,field,RCB,wickets,7,398
2014,2014-04-19,KKR,DC,Dubai International Cricket Stadium,Unknown City,KKR,bat,DC,wickets,4,399
2014,2014-04-20,RR,PBKS,Sharjah Cricket Stadium,Unknown City,PBKS,field,PBKS,wickets,7,400
2014,2014-04-21,CSK,DC,Sheikh Zayed Stadium,Abu Dhabi,CSK,bat,CSK,runs,93,401
2014,2014-04-22,PBKS,SRH,Sharjah Cricket Stadium,Unknown City,SRH,field,PBKS,runs,72,402
2014,2014-04-23,RR,CSK,Dubai International Cricket Stadium,Unknown City,RR,field,CSK,runs,7,403
2014,2014-04-24,RCB,KKR,Sharjah Cricket Stadium,Unknown City,RCB,field,KKR,runs,2,404
2014,2014-04-25,CSK,MI,Dubai International Cricket Stadium,Unknown City,MI,bat,CSK,wickets,7,405
2014,2014-04-25,SRH,DC,Dubai International Cricket Stadium,Unknown City,SRH,bat,SRH,runs,4,406
2014,2014-04-26,RR,RCB,Sheikh Zayed Stadium,Abu Dhabi,RR,field,RR,wickets,6,407
2014,2014-04-26,KKR,PBKS,Sheikh Zayed Stadium,Abu Dhabi,KKR,field,PBKS,runs,23,408
2014,2014-04-27,DC,MI,Sharjah Cricket Stadium,Unknown City,MI,bat,DC,wickets,6,409
2014,2014-04-27,SRH,CSK,Sharjah Cricket Stadium,Unknown City,SRH,bat,CSK,wickets,5,410
2014,2014-04-28,PBKS,RCB,Dubai International Cricket Stadium,Unknown City,PBKS,field,PBKS,wickets,5,411
2014,2014-04-30,MI,SRH,Dubai International Cricket Stadium,Unknown City,MI,field,SRH,runs,15,412
2014,2014-05-02,CSK,KKR,JSCA International Stadium Complex,Ranchi,CSK,bat,CSK,runs,34,413
2014,2014-05-03,MI,PBKS,Wankhede Stadium,Mumbai,PBKS,bat,MI,wickets,5,414
2014,2014-05-03,DC,RR,Feroz Shah Kotla,Delhi,RR,field,RR,wickets,7,415
2014,2014-05-04,RCB,SRH,M Chinnaswamy Stadium,Bangalore,RCB,field,RCB,wickets,4,416
2014,2014-05-05,RR,KKR,"Sardar Patel Stadium, Motera",Ahmedabad,KKR,field,RR,runs,10,417
2014,2014-05-05,DC,CSK,Feroz Shah Kotla,Delhi,CSK,field,CSK,wickets,8,418
2014,2014-05-06,MI,RCB,Wankhede Stadium,Mumbai,RCB,field,MI,runs,19,419
2014,2014-05-07,PBKS,CSK,Barabati Stadium,Cuttack,CSK,field,PBKS,runs,44,420
2014,2014-05-07,DC,KKR,Feroz Shah Kotla,Delhi,DC,bat,KKR,wickets,8,421
2014,2014-05-08,RR,SRH,"Sardar Patel Stadium, Motera",Ahmedabad,RR,field,SRH,runs,32,422
2014,2014-05-09,RCB,PBKS,M Chinnaswamy Stadium,Bangalore,RCB,field,PBKS,runs,32,423
2014,2014-05-10,DC,SRH,Feroz Shah Kotla,Delhi,SRH,field,SRH,wickets,8,424
2014,2014-05-10,MI,CSK,Wankhede Stadium,Mumbai,CSK,field,CSK,wickets,4,425
2014,2014-05-11,RCB,RR,M Chinnaswamy Stadium,Bangalore,RCB,bat,RR,wickets,5,426
2014,2014-05-11,PBKS,KKR,Barabati Stadium,Cuttack,KKR,field,KKR,wickets,9,427
2014,2014-05-12,SRH,MI,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,bat,MI,wickets,7,428
2014,2014-05-13,CSK,RR,JSCA International Stadium Complex,Ranchi,RR,bat,CSK,wickets,5,429
2014,2014-05-13,RCB,DC,M Chinnaswamy Stadium,Bangalore,DC,field,RCB,runs,16,430
2014,2014-05-14,SRH,PBKS,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,PBKS,field,PBKS,wickets,6,431
2014,2014-05-14,KKR,MI,Barabati Stadium,Cuttack,KKR,field,KKR,wickets,6,432
2014,2014-05-15,RR,DC,"Sardar Patel Stadium, Motera",Ahmedabad,DC,field,RR,runs,62,433
2014,2014-05-18,CSK,RCB,JSCA International Stadium Complex,Ranchi,CSK,bat,RCB,wickets,5,434
2014,2014-05-18,SRH,KKR,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,bat,KKR,wickets,7,435
2014,2014-05-19,RR,MI,"Sardar Patel Stadium, Motera",Ahmedabad,MI,bat,MI,runs,25,436
2014,2014-05-19,DC,PBKS,Feroz Shah Kotla,Delhi,PBKS,field,PBKS,wickets,4,437
2014,2014-05-20,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,RCB,bat,SRH,wickets,7,438
2014,2014-05-20,KKR,CSK,Eden Gardens,Kolkata,KKR,field,KKR,wickets,8,439
2014,2014-05-21,PBKS,MI,"Punjab Cricket Association Stadium, Mohali",Chandigarh,MI,field,MI,wickets,7,440
2014,2014-05-22,KKR,RCB,Eden Gardens,Kolkata,RCB,field,KKR,runs,30,441
2014,2014-05-22,CSK,SRH,JSCA International Stadium Complex,Ranchi,SRH,field,SRH,wickets,6,442
2014,2014-05-23,PBKS,RR,"Punjab Cricket Association Stadium, Mohali",Chandigarh,RR,field,PBKS,runs,16,443
2014,2014-05-23,MI,DC,Wankhede Stadium,Mumbai,DC,field,MI,runs,15,444
2014,2014-05-24,RCB,CSK,M Chinnaswamy Stadium,Bangalore,CSK,field,CSK,wickets,8,445
2014,2014-05-24,KKR,SRH,Eden Gardens,Kolkata,KKR,field,KKR,wickets,4,446
2014,2014-05-25,PBKS,DC,"Punjab Cricket Association Stadium, Mohali",Chandigarh,PBKS,field,PBKS,wickets,7,447
2014,2014-05-25,MI,RR,Wankhede Stadium,Mumbai,MI,field,MI,wickets,5,448
2014,2014-05-27,PBKS,KKR,Eden Gardens,Kolkata,PBKS,field,KKR,runs,28,449
2014,2014-05-28,CSK,MI,Brabourne Stadium,Mumbai,CSK,field,CSK,wickets,7,450
2014,2014-05-30,CSK,PBKS,Wankhede Stadium,Mumbai,CSK,field,PBKS,runs,24,451
2014,2014-06-01,KKR,PBKS,M Chinnaswamy Stadium,Bangalore,KKR,field,KKR,wickets,3,452
2015,2015-04-08,KKR,MI,Eden Gardens,Kolkata,KKR,field,KKR,wickets,7,453
2015,2015-04-09,CSK,DC,"MA Chidambaram Stadium, Chepauk",Chennai,DC,field,CSK,runs,1,454
2015,2015-04-10,PBKS,RR,Maharashtra Cricket Association Stadium,Pune,PBKS,field,RR,runs,26,455
2015,2015-04-11,CSK,SRH,"MA Chidambaram Stadium, Chepauk",Chennai,CSK,bat,CSK,runs,45,456
2015,2015-04-11,KKR,RCB,Eden Gardens,Kolkata,RCB,field,RCB,wickets,3,457
2015,2015-04-12,DC,RR,Feroz Shah Kotla,Delhi,RR,field,RR,wickets,3,458
2015,2015-04-12,MI,PBKS,Wankhede Stadium,Mumbai,MI,field,PBKS,runs,18,459
2015,2015-04-13,RCB,SRH,M Chinnaswamy Stadium,Bangalore,SRH,field,SRH,wickets,8,460
2015,2015-04-14,RR,MI,"Sardar Patel Stadium, Motera",Ahmedabad,MI,bat,RR,wickets,7,461
2015,2015-04-15,PBKS,DC,Maharashtra Cricket Association Stadium,Pune,PBKS,bat,DC,wickets,5,462
2015,2015-04-16,SRH,RR,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,RR,field,RR,wickets,6,463
2015,2015-04-17,MI,CSK,Wankhede Stadium,Mumbai,MI,bat,CSK,wickets,6,464
2015,2015-04-18,SRH,DC,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC,bat,DC,runs,4,465
2015,2015-04-18,PBKS,KKR,Maharashtra Cricket Association Stadium,Pune,KKR,field,KKR,wickets,4,466
2015,2015-04-19,RR,CSK,"Sardar Patel Stadium, Motera",Ahmedabad,CSK,bat,RR,wickets,8,467
2015,2015-04-19,RCB,MI,M Chinnaswamy Stadium,Bangalore,RCB,field,MI,runs,18,468
2015,2015-04-20,DC,KKR,Feroz Shah Kotla,Delhi,KKR,field,KKR,wickets,6,469
2015,2015-04-22,SRH,KKR,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,KKR,field,SRH,runs,16,470
2015,2015-04-22,RCB,CSK,M Chinnaswamy Stadium,Bangalore,RCB,field,CSK,runs,27,471
2015,2015-04-23,DC,MI,Feroz Shah Kotla,Delhi,MI,field,DC,runs,37,472
2015,2015-04-24,RR,RCB,"Sardar Patel Stadium, Motera",Ahmedabad,RCB,field,RCB,wickets,9,473
2015,2015-04-25,MI,SRH,Wankhede Stadium,Mumbai,MI,bat,MI,runs,20,474
2015,2015-04-25,CSK,PBKS,"MA Chidambaram Stadium, Chepauk",Chennai,CSK,bat,CSK,runs,97,475
2015,2015-04-26,DC,RCB,Feroz Shah Kotla,Delhi,RCB,field,RCB,wickets,10,476
2015,2015-04-27,PBKS,SRH,"Punjab Cricket Association Stadium, Mohali",Chandigarh,PBKS,field,SRH,runs,20,477
2015,2015-04-28,CSK,KKR,"MA Chidambaram Stadium, Chepauk",Chennai,KKR,field,CSK,runs,2,478
2015,2015-04-30,KKR,CSK,Eden Gardens,Kolkata,KKR,field,KKR,wickets,7,479
2015,2015-05-01,MI,RR,Wankhede Stadium,Mumbai,RR,field,MI,runs,8,480
2015,2015-05-01,DC,PBKS,Feroz Shah Kotla,Delhi,DC,field,DC,wickets,9,481
2015,2015-05-02,RCB,KKR,M Chinnaswamy Stadium,Bangalore,RCB,field,RCB,wickets,7,482
2015,2015-05-02,SRH,CSK,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,CSK,field,SRH,runs,22,483
2015,2015-05-03,RR,DC,Brabourne Stadium,Mumbai,DC,field,RR,runs,14,484
2015,2015-05-03,PBKS,MI,"Punjab Cricket Association Stadium, Mohali",Chandigarh,MI,bat,MI,runs,23,485
2015,2015-05-04,CSK,RCB,"MA Chidambaram Stadium, Chepauk",Chennai,CSK,bat,CSK,runs,24,486
2015,2015-05-04,KKR,SRH,Eden Gardens,Kolkata,SRH,field,KKR,runs,35,487
2015,2015-05-05,MI,DC,Wankhede Stadium,Mumbai,DC,bat,MI,wickets,5,488
2015,2015-05-06,RCB,PBKS,M Chinnaswamy Stadium,Bangalore,PBKS,field,RCB,runs,138,489
2015,2015-05-07,RR,SRH,Brabourne Stadium,Mumbai,RR,field,SRH,runs,7,490
2015,2015-05-07,KKR,DC,Eden Gardens,Kolkata,KKR,bat,KKR,runs,13,491
2015,2015-05-08,CSK,MI,"MA Chidambaram Stadium, Chepauk",Chennai,CSK,bat,MI,wickets,6,492
2015,2015-05-09,DC,SRH,Shaheed Veer Narayan Singh International Stadium,Raipur,SRH,bat,SRH,runs,6,493
2015,2015-05-09,KKR,PBKS,Eden Gardens,Kolkata,PBKS,bat,KKR,wickets,1,494
2015,2015-05-10,CSK,RR,"MA Chidambaram Stadium, Chepauk",Chennai,CSK,bat,CSK,runs,12,495
2015,2015-05-10,MI,RCB,Wankhede Stadium,Mumbai,RCB,bat,RCB,runs,39,496
2015,2015-05-11,SRH,PBKS,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,bat,SRH,runs,5,497
2015,2015-05-12,DC,CSK,Shaheed Veer Narayan Singh International Stadium,Raipur,CSK,bat,DC,wickets,6,498
2015,2015-05-13,PBKS,RCB,"Punjab Cricket Association Stadium, Mohali",Chandigarh,RCB,field,PBKS,runs,22,499
2015,2015-05-14,MI,KKR,Wankhede Stadium,Mumbai,KKR,field,MI,runs,5,500
2015,2015-05-15,SRH,RCB,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,bat,RCB,wickets,6,501
2015,2015-05-16,PBKS,CSK,"Punjab Cricket Association Stadium, Mohali",Chandigarh,PBKS,bat,CSK,wickets,7,502
2015,2015-05-16,RR,KKR,Brabourne Stadium,Mumbai,RR,bat,RR,runs,9,503
2015,2015-05-17,SRH,MI,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,SRH,bat,MI,wickets,9,504
