season,date,team1,team2,venue,city,toss_winner,toss_decision,winner,win_type,win_margin,id
2008,2008-04-18,RCB,KKR,M Chinnaswamy Stadium,Bangalore,RCB,field,KKR,runs,140,1
2008,2008-04-19,PBKS,CSK,"Punjab Cricket Association Stadium, Mohali",Chandigarh,CSK,bat,CSK,runs,33,2
2008,2008-04-19,DC,RR,Feroz Shah Kotla,Delhi,RR,bat,DC,wickets,9,3
2008,2008-04-20,MI,RCB,Wankhede Stadium,Mumbai,MI,bat,RCB,wickets,5,4
2008,2008-04-20,KKR,DC08,Eden Gardens,Kolkata,DC08,bat,KKR,wickets,5,5
2008,2008-04-21,RR,PBKS,Sawai Mansingh Stadium,Jaipur,PBKS,bat,RR,wickets,6,6
2008,2008-04-22,DC08,DC,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,DC08,bat,DC,wickets,9,7
2008,2008-04-23,CSK,MI,"MA Chidambaram Stadium, Chepauk",Chennai,MI,field,CSK,runs,6,8
2008,2008-04-24,DC08,RR,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,RR,field,RR,wickets,3,9
2008,2008-04-25,PBKS,MI,"Punjab Cricket Association Stadium, Mohali",Chandigarh,MI,field,PBKS,runs,66,10
2008,2008-04-26,RCB,RR,M Chinnaswamy Stadium,Bangalore,RR,field,RR,wickets,7,11
2008,2008-04-26,CSK,KKR,"MA Chidambaram Stadium, Chepauk",Chennai,KKR,bat,CSK,wickets,9,12
2008,2008-04-27,PBKS,DC,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DC,bat,PBKS,wickets,4,13
2008,2008-04-27,MI,DC08,Dr DY Patil Sports Academy,Mumbai,DC08,field,DC08,wickets,10,14
2008,2008-04-28,RCB,CSK,M Chinnaswamy Stadium,Bangalore,CSK,bat,CSK,runs,13,15
2008,2008-04-29,KKR,MI,Eden Gardens,Kolkata,KKR,bat,MI,wickets,7,16
2008,2008-04-30,DC,RCB,Feroz Shah Kotla,Delhi,RCB,field,DC,runs,10,17
2008,2008-05-01,DC08,PBKS,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,PBKS,field,PBKS,wickets,7,18
2008,2008-05-01,RR,KKR,Sawai Mansingh Stadium,Jaipur,RR,bat,RR,runs,45,19
2008,2008-05-02,CSK,DC,"MA Chidambaram Stadium, Chepauk",Chennai,CSK,bat,DC,wickets,8,20
2008,2008-05-03,PBKS,KKR,"Punjab Cricket Association Stadium, Mohali",Chandigarh,PBKS,bat,PBKS,runs,9,21
2008,2008-05-03,RCB,DC08,M Chinnaswamy Stadium,Bangalore,DC08,field,RCB,runs,3,22
2008,2008-05-04,RR,CSK,Sawai Mansingh Stadium,Jaipur,CSK,bat,RR,wickets,8,23
2008,2008-05-04,MI,DC,Dr DY Patil Sports Academy,Mumbai,DC,field,MI,runs,29,24
2008,2008-05-05,RCB,PBKS,M Chinnaswamy Stadium,Bangalore,PBKS,field,PBKS,wickets,6,25
2008,2008-05-06,CSK,DC08,"MA Chidambaram Stadium, Chepauk",Chennai,DC08,field,DC08,wickets,7,26
2008,2008-05-07,MI,RR,Dr DY Patil Sports Academy,Mumbai,MI,field,MI,wickets,7,27
2008,2008-05-08,DC,CSK,Feroz Shah Kotla,Delhi,CSK,field,CSK,wickets,4,28
2008,2008-05-08,KKR,RCB,Eden Gardens,Kolkata,KKR,bat,KKR,runs,5,29
2008,2008-05-09,RR,DC08,Sawai Mansingh Stadium,Jaipur,RR,field,RR,wickets,8,30
2008,2008-05-10,CSK,PBKS,"MA Chidambaram Stadium, Chepauk",Chennai,PBKS,field,CSK,runs,18,31
2008,2008-05-11,DC08,KKR,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,KKR,bat,KKR,runs,23,32
2008,2008-05-11,RR,DC,Sawai Mansingh Stadium,Jaipur,RR,field,RR,wickets,3,33
2008,2008-05-12,PBKS,RCB,"Punjab Cricket Association Stadium, Mohali",Chandigarh,RCB,bat,PBKS,wickets,9,34
2008,2008-05-13,KKR,DC,Eden Gardens,Kolkata,KKR,bat,KKR,runs,23,35
2008,2008-05-14,MI,CSK,Wankhede Stadium,Mumbai,MI,field,MI,wickets,9,36
2008,2008-05-15,DC,DC08,Feroz Shah Kotla,Delhi,DC08,field,DC,runs,12,37
2008,2008-05-16,MI,KKR,Wankhede Stadium,Mumbai,MI,field,MI,wickets,8,38
2008,2008-05-17,DC,PBKS,Feroz Shah Kotla,Delhi,DC,bat,PBKS,runs,6,39
2008,2008-05-17,RR,RCB,Sawai Mansingh Stadium,Jaipur,RCB,field,RR,runs,65,40
2008,2008-05-18,DC08,MI,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,DC08,field,MI,runs,25,41
2008,2008-05-18,KKR,CSK,Eden Gardens,Kolkata,KKR,bat,CSK,runs,3,42
2008,2008-05-19,RCB,DC,M Chinnaswamy Stadium,Bangalore,DC,field,DC,wickets,5,43
2008,2008-05-20,KKR,RR,Eden Gardens,Kolkata,RR,field,RR,wickets,6,44
2008,2008-05-21,MI,PBKS,Wankhede Stadium,Mumbai,MI,field,PBKS,runs,1,45
2008,2008-05-21,CSK,RCB,"MA Chidambaram Stadium, Chepauk",Chennai,RCB,bat,RCB,runs,14,46
2008,2008-05-23,PBKS,DC08,"Punjab Cricket Association Stadium, Mohali",Chandigarh,PBKS,field,PBKS,wickets,6,47
2008,2008-05-24,CSK,RR,"MA Chidambaram Stadium, Chepauk",Chennai,RR,bat,RR,runs,10,48
2008,2008-05-24,DC,MI,Feroz Shah Kotla,Delhi,DC,field,DC,wickets,5,49
2008,2008-05-25,DC08,RCB,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,DC08,bat,RCB,wickets,5,50
2008,2008-05-25,KKR,PBKS,Eden Gardens,Kolkata,PBKS,bat,KKR,wickets,3,51
2008,2008-05-26,RR,MI,Sawai Mansingh Stadium,Jaipur,RR,field,RR,wickets,5,52
2008,2008-05-27,DC08,CSK,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,DC08,bat,CSK,wickets,7,53
2008,2008-05-28,RCB,MI,M Chinnaswamy Stadium,Bangalore,MI,field,MI,wickets,9,54
2008,2008-05-28,PBKS,RR,"Punjab Cricket Association Stadium, Mohali",Chandigarh,RR,field,PBKS,runs,41,55
2008,2008-05-30,DC,RR,Wankhede Stadium,Mumbai,DC,field,RR,runs,105,56
2008,2008-05-31,CSK,PBKS,Wankhede Stadium,Mumbai,PBKS,bat,CSK,wickets,9,57
2008,2008-06-01,CSK,RR,Dr DY Patil Sports Academy,Mumbai,RR,field,RR,wickets,3,58
2009,2009-04-18,CSK,MI,Newlands,Cape Town,CSK,field,MI,runs,19,59
2009,2009-04-18,RCB,RR,Newlands,Cape Town,RCB,bat,RCB,runs,75,60
2009,2009-04-19,DC,PBKS,Newlands,Cape Town,DC,field,DC,wickets,10,61
2009,2009-04-19,DC08,KKR,Newlands,Cape Town,KKR,bat,DC08,wickets,8,62
2009,2009-04-20,RCB,CSK,St George's Park,Port Elizabeth,CSK,bat,CSK,runs,92,63
2009,2009-04-21,PBKS,KKR,Kingsmead,Durban,KKR,field,KKR,runs,11,64
2009,2009-04-22,RCB,DC08,Newlands,Cape Town,DC08,bat,DC08,runs,24,65
2009,2009-04-23,CSK,DC,Kingsmead,Durban,DC,bat,DC,runs,9,66
2009,2009-04-24,RCB,PBKS,Kingsmead,Durban,RCB,bat,PBKS,wickets,7,67
2009,2009-04-25,DC08,MI,Kingsmead,Durban,DC08,bat,DC08,runs,12,68
2009,2009-04-26,RCB,DC,St George's Park,Port Elizabeth,RCB,bat,DC,wickets,6,69
2009,2009-04-26,PBKS,RR,Newlands,Cape Town,PBKS,bat,PBKS,runs,27,70
2009,2009-04-27,CSK,DC08,Kingsmead,Durban,DC08,field,DC08,wickets,6,71
2009,2009-04-27,KKR,MI,St George's Park,Port Elizabeth,MI,bat,MI,runs,92,72
2009,2009-04-28,DC,RR,SuperSport Park,Centurion,DC,bat,RR,wickets,5,73
2009,2009-04-29,PBKS,MI,Kingsmead,Durban,PBKS,bat,PBKS,runs,3,74
2009,2009-04-29,RCB,KKR,Kingsmead,Durban,KKR,bat,RCB,wickets,5,75
2009,2009-04-30,DC08,DC,SuperSport Park,Centurion,DC,field,DC,wickets,6,76
2009,2009-04-30,CSK,RR,SuperSport Park,Centurion,RR,field,CSK,runs,38,77
2009,2009-05-01,KKR,MI,Buffalo Park,East London,MI,bat,MI,runs,9,78
2009,2009-05-01,RCB,PBKS,Kingsmead,Durban,RCB,bat,RCB,runs,8,79
2009,2009-05-02,CSK,DC,New Wanderers Stadium,Johannesburg,DC,field,CSK,runs,18,80
2009,2009-05-02,DC08,RR,St George's Park,Port Elizabeth,DC08,bat,RR,wickets,3,81
2009,2009-05-03,PBKS,KKR,St George's Park,Port Elizabeth,KKR,bat,PBKS,wickets,6,82
2009,2009-05-03,RCB,MI,New Wanderers Stadium,Johannesburg,MI,bat,RCB,wickets,9,83
2009,2009-05-04,CSK,DC08,Buffalo Park,East London,CSK,bat,CSK,runs,78,84
2009,2009-05-05,PBKS,RR,Kingsmead,Durban,PBKS,field,RR,runs,78,85
2009,2009-05-05,DC,KKR,Kingsmead,Durban,KKR,bat,DC,wickets,9,86
2009,2009-05-06,DC08,MI,SuperSport Park,Centurion,DC08,bat,DC08,runs,19,87
2009,2009-05-07,RCB,RR,SuperSport Park,Centurion,RR,field,RR,wickets,7,88
2009,2009-05-07,CSK,PBKS,SuperSport Park,Centurion,CSK,bat,CSK,runs,12,89
2009,2009-05-08,DC,MI,Buffalo Park,East London,MI,bat,DC,wickets,7,90
2009,2009-05-09,DC08,PBKS,De Beers Diamond Oval,Kimberley,PBKS,field,PBKS,wickets,3,91
2009,2009-05-09,CSK,RR,De Beers Diamond Oval,Kimberley,RR,bat,CSK,wickets,7,92
2009,2009-05-10,RCB,MI,St George's Park,Port Elizabeth,MI,bat,MI,runs,16,93
2009,2009-05-10,DC,KKR,New Wanderers Stadium,Johannesburg,DC,field,DC,wickets,7,94
2009,2009-05-11,DC08,RR,De Beers Diamond Oval,Kimberley,DC08,bat,DC08,runs,53,95
2009,2009-05-12,RCB,KKR,SuperSport Park,Centurion,RCB,field,RCB,wickets,6,96
2009,2009-05-12,PBKS,MI,SuperSport Park,Centurion,PBKS,bat,MI,wickets,8,97
2009,2009-05-13,DC08,DC,Kingsmead,Durban,DC08,field,DC,runs,12,98
2009,2009-05-14,MI,RR,Kingsmead,Durban,RR,bat,RR,runs,2,99
2009,2009-05-14,RCB,CSK,Kingsmead,Durban,CSK,bat,RCB,wickets,2,100
2009,2009-05-15,DC,PBKS,OUTsurance Oval,Bloemfontein,PBKS,field,PBKS,wickets,6,101
2009,2009-05-16,CSK,MI,St George's Park,Port Elizabeth,MI,bat,CSK,wickets,7,102
2009,2009-05-16,DC08,KKR,New Wanderers Stadium,Johannesburg,DC08,field,DC08,wickets,6,103
2009,2009-05-17,DC08,PBKS,New Wanderers Stadium,Johannesburg,DC08,field,PBKS,runs,1,104
2009,2009-05-17,DC,RR,OUTsurance Oval,Bloemfontein,DC,bat,DC,runs,14,105
2009,2009-05-18,CSK,KKR,SuperSport Park,Centurion,CSK,bat,KKR,wickets,7,106
2009,2009-05-19,RCB,DC,New Wanderers Stadium,Johannesburg,DC,bat,RCB,wickets,7,107
2009,2009-05-20,KKR,RR,Kingsmead,Durban,KKR,field,KKR,wickets,4,108
2009,2009-05-20,CSK,PBKS,Kingsmead,Durban,CSK,bat,CSK,runs,24,109
2009,2009-05-21,DC,MI,SuperSport Park,Centurion,DC,field,DC,wickets,4,110
2009,2009-05-21,RCB,DC08,SuperSport Park,Centurion,RCB,bat,RCB,runs,12,111
2009,2009-05-22,DC,DC08,SuperSport Park,Centurion,DC08,field,DC08,wickets,6,112
2009,2009-05-23,RCB,CSK,New Wanderers Stadium,Johannesburg,RCB,field,RCB,wickets,6,113
2009,2009-05-24,RCB,DC08,New Wanderers Stadium,Johannesburg,RCB,field,DC08,runs,6,114
2010,2010-03-12,DC08,KKR,Dr DY Patil Sports Academy,Mumbai,DC08,field,KKR,runs,11,115
2010,2010-03-13,PBKS,DC,"Punjab Cricket Association Stadium, Mohali",Chandigarh,DC,field,DC,wickets,5,116
2010,2010-03-13,MI,RR,Brabourne Stadium,Mumbai,MI,bat,MI,runs,4,117
2010,2010-03-14,KKR,RCB,Eden Gardens,Kolkata,KKR,field,KKR,wickets,7,118
2010,2010-03-14,CSK,DC08,"MA Chidambaram Stadium, Chepauk",Chennai,DC08,bat,DC08,runs,31,119
2010,2010-03-15,RR,DC,"Sardar Patel Stadium, Motera",Ahmedabad,DC,field,DC,wickets,6,120
2010,2010-03-16,RCB,PBKS,M Chinnaswamy Stadium,Bangalore,PBKS,bat,RCB,wickets,8,121
2010,2010-03-16,KKR,CSK,Eden Gardens,Kolkata,CSK,bat,CSK,runs,55,122
2010,2010-03-17,DC,MI,Feroz Shah Kotla,Delhi,DC,field,MI,runs,98,123
2010,2010-03-18,RCB,RR,M Chinnaswamy Stadium,Bangalore,RCB,field,RCB,wickets,10,124
2010,2010-03-19,DC,CSK,Feroz Shah Kotla,Delhi,DC,bat,CSK,wickets,5,125
2010,2010-03-19,DC08,PBKS,Barabati Stadium,Cuttack,PBKS,field,DC08,runs,6,126
2010,2010-03-20,MI,RCB,Brabourne Stadium,Mumbai,MI,bat,RCB,wickets,7,127
2010,2010-03-20,RR,KKR,"Sardar Patel Stadium, Motera",Ahmedabad,RR,bat,RR,runs,34,128
2010,2010-03-21,DC08,DC,Barabati Stadium,Cuttack,DC08,bat,DC08,runs,10,129
2010,2010-03-22,MI,KKR,Brabourne Stadium,Mumbai,KKR,bat,MI,wickets,7,130
2010,2010-03-23,RCB,CSK,M Chinnaswamy Stadium,Bangalore,CSK,field,RCB,runs,36,131
2010,2010-03-24,PBKS,RR,"Punjab Cricket Association Stadium, Mohali",Chandigarh,PBKS,field,RR,runs,31,132
2010,2010-03-25,CSK,MI,"Brabourne Stadium, Mumbai",Mumbai,MI,field,MI,wickets,5,133
2010,2010-03-25,RCB,DC,M Chinnaswamy Stadium,Bangalore,RCB,field,DC,runs,17,134
2010,2010-03-26,RR,DC08,"Sardar Patel Stadium, Motera",Ahmedabad,DC08,bat,RR,wickets,8,135
2010,2010-03-27,PBKS,KKR,"Punjab Cricket Association Stadium, Mohali",Chandigarh,KKR,bat,KKR,runs,39,136
2010,2010-03-28,RR,CSK,"Sardar Patel Stadium, Motera",Ahmedabad,RR,bat,RR,runs,17,137
2010,2010-03-28,DC08,MI,Dr DY Patil Sports Academy,Mumbai,DC08,field,MI,runs,41,138
2010,2010-03-29,DC,KKR,Feroz Shah Kotla,Delhi,DC,bat,DC,runs,40,139
2010,2010-03-30,MI,PBKS,Brabourne Stadium,Mumbai,MI,field,MI,wickets,4,140
2010,2010-03-31,CSK,RCB,"MA Chidambaram Stadium, Chepauk",Chennai,RCB,bat,CSK,wickets,5,141
2010,2010-03-31,DC,RR,Feroz Shah Kotla,Delhi,DC,bat,DC,runs,67,142
2010,2010-04-01,KKR,DC08,Eden Gardens,Kolkata,KKR,bat,KKR,runs,24,143
2010,2010-04-02,PBKS,RCB,"Punjab Cricket Association Stadium, Mohali",Chandigarh,PBKS,bat,RCB,wickets,6,144
2010,2010-04-03,MI,DC08,Brabourne Stadium,Mumbai,MI,bat,MI,runs,63,145
2010,2010-04-03,CSK,RR,"MA Chidambaram Stadium, Chepauk",Chennai,CSK,bat,CSK,runs,23,146
2010,2010-04-04,KKR,PBKS,Eden Gardens,Kolkata,KKR,bat,PBKS,wickets,8,147
2010,2010-04-04,DC,RCB,Feroz Shah Kotla,Delhi,DC,bat,DC,runs,37,148
2010,2010-04-05,DC08,RR,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,RR,bat,RR,runs,2,149
2010,2010-04-06,CSK,MI,"MA Chidambaram Stadium, Chepauk",Chennai,CSK,bat,CSK,runs,24,150
2010,2010-04-07,KKR,DC,Eden Gardens,Kolkata,KKR,bat,KKR,runs,14,151
2010,2010-04-07,RR,PBKS,Sawai Mansingh Stadium,Jaipur,PBKS,bat,RR,wickets,9,152
2010,2010-04-08,RCB,DC08,M Chinnaswamy Stadium,Bangalore,DC08,field,DC08,wickets,7,153
2010,2010-04-09,PBKS,MI,"Punjab Cricket Association Stadium, Mohali",Chandigarh,MI,bat,PBKS,wickets,6,154
2010,2010-04-10,DC08,CSK,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,CSK,bat,DC08,wickets,6,155
2010,2010-04-10,RCB,KKR,M Chinnaswamy Stadium,Bangalore,RCB,field,RCB,wickets,7,156
2010,2010-04-11,DC,PBKS,Feroz Shah Kotla,Delhi,DC,bat,PBKS,wickets,7,157
2010,2010-04-11,RR,MI,Sawai Mansingh Stadium,Jaipur,RR,field,MI,runs,37,158
2010,2010-04-12,DC08,RCB,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,RCB,field,DC08,runs,13,159
2010,2010-04-13,MI,DC,Brabourne Stadium,Mumbai,MI,bat,MI,runs,39,160
2010,2010-04-13,CSK,KKR,"MA Chidambaram Stadium, Chepauk",Chennai,KKR,bat,CSK,wickets,9,161
2010,2010-04-14,RR,RCB,Sawai Mansingh Stadium,Jaipur,RR,bat,RCB,wickets,5,162
2010,2010-04-15,CSK,DC,"MA Chidambaram Stadium, Chepauk",Chennai,CSK,bat,DC,wickets,6,163
2010,2010-04-16,PBKS,DC08,Himachal Pradesh Cricket Association Stadium,Dharamsala,DC08,field,DC08,wickets,5,164
2010,2010-04-17,RCB,MI,M Chinnaswamy Stadium,Bangalore,RCB,field,MI,runs,57,165
2010,2010-04-17,KKR,RR,Eden Gardens,Kolkata,RR,bat,KKR,wickets,8,166
2010,2010-04-18,DC,DC08,Feroz Shah Kotla,Delhi,DC08,bat,DC08,runs,11,167
2010,2010-04-18,PBKS,CSK,Himachal Pradesh Cricket Association Stadium,Dharamsala,CSK,field,CSK,wickets,6,168
2010,2010-04-19,KKR,MI,Eden Gardens,Kolkata,MI,bat,KKR,wickets,9,169
2010,2010-04-21,RCB,MI,Dr DY Patil Sports Academy,Mumbai,MI,bat,MI,runs,35,170
2010,2010-04-22,CSK,DC08,Dr DY Patil Sports Academy,Mumbai,CSK,bat,CSK,runs,38,171
2010,2010-04-24,RCB,DC08,Dr DY Patil Sports Academy,Mumbai,DC08,bat,RCB,wickets,9,172
2010,2010-04-25,CSK,MI,Dr DY Patil Sports Academy,Mumbai,CSK,bat,CSK,runs,22,173
2011,2011-04-08,CSK,KKR,"MA Chidambaram Stadium, Chepauk",Chennai,CSK,bat,CSK,runs,2,174
2011,2011-04-09,DC08,RR,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,RR,field,RR,wickets,8,175
2011,2011-04-09,KTK,RCB,Nehru Stadium,Kochi,KTK,bat,RCB,wickets,6,176
2011,2011-04-10,DC,MI,Feroz Shah Kotla,Delhi,DC,bat,MI,wickets,8,177
2011,2011-04-10,PWI,PBKS,Dr DY Patil Sports Academy,Mumbai,PBKS,bat,PWI,wickets,7,178
2011,2011-04-11,KKR,DC08,Eden Gardens,Kolkata,KKR,bat,KKR,runs,9,179
2011,2011-04-12,RR,DC,Sawai Mansingh Stadium,Jaipur,DC,bat,RR,wickets,6,180
2011,2011-04-12,RCB,MI,M Chinnaswamy Stadium,Bangalore,MI,field,MI,wickets,9,181
2011,2011-04-13,PWI,KTK,Dr DY Patil Sports Academy,Mumbai,KTK,bat,PWI,wickets,4,182
2011,2011-04-13,PBKS,CSK,"Punjab Cricket Association Stadium, Mohali",Chandigarh,PBKS,field,PBKS,wickets,6,183
2011,2011-04-14,DC08,RCB,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,RCB,field,DC08,runs,33,184
2011,2011-04-15,RR,KKR,Sawai Mansingh Stadium,Jaipur,KKR,field,KKR,wickets,9,185
2011,2011-04-15,MI,KTK,Wankhede Stadium,Mumbai,KTK,field,KTK,wickets,8,186
2011,2011-04-16,CSK,RCB,"MA Chidambaram Stadium, Chepauk",Chennai,CSK,bat,CSK,runs,21,187
2011,2011-04-16,DC08,PBKS,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,PBKS,field,PBKS,wickets,8,188
2011,2011-04-17,PWI,DC,Dr DY Patil Sports Academy,Mumbai,DC,field,DC,wickets,3,189
2011,2011-04-17,KKR,RR,Eden Gardens,Kolkata,KKR,field,KKR,wickets,8,190
2011,2011-04-18,KTK,CSK,Nehru Stadium,Kochi,KTK,field,KTK,wickets,7,191
2011,2011-04-19,DC,DC08,Feroz Shah Kotla,Delhi,DC08,bat,DC08,runs,16,192
2011,2011-04-20,KKR,KTK,Eden Gardens,Kolkata,KKR,field,KTK,runs,6,193
2011,2011-04-20,MI,PWI,Wankhede Stadium,Mumbai,PWI,bat,MI,wickets,7,194
2011,2011-04-21,PBKS,RR,"Punjab Cricket Association Stadium, Mohali",Chandigarh,RR,field,PBKS,runs,48,195
2011,2011-04-22,MI,CSK,Wankhede Stadium,Mumbai,CSK,field,MI,runs,8,196
2011,2011-04-22,KKR,RCB,Eden Gardens,Kolkata,RCB,field,RCB,wickets,9,197
2011,2011-04-23,DC,PBKS,Feroz Shah Kotla,Delhi,PBKS,field,DC,runs,29,198
2011,2011-04-24,DC08,MI,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,DC08,field,MI,runs,37,199
2011,2011-04-24,RR,KTK,Sawai Mansingh Stadium,Jaipur,RR,field,RR,wickets,8,200
2011,2011-04-25,CSK,PWI,"MA Chidambaram Stadium, Chepauk",Chennai,PWI,field,CSK,runs,25,201
2011,2011-04-26,DC,RCB,Feroz Shah Kotla,Delhi,RCB,field,RCB,wickets,3,202
2011,2011-04-27,PWI,CSK,Dr DY Patil Sports Academy,Mumbai,PWI,bat,CSK,wickets,8,203
2011,2011-04-27,KTK,DC08,Nehru Stadium,Kochi,KTK,field,DC08,runs,55,204
2011,2011-04-28,DC,KKR,Feroz Shah Kotla,Delhi,DC,field,KKR,runs,17,205
2011,2011-04-29,RR,MI,Sawai Mansingh Stadium,Jaipur,RR,field,RR,wickets,7,206
2011,2011-04-29,RCB,PWI,M Chinnaswamy Stadium,Bangalore,PWI,field,RCB,runs,26,207
2011,2011-04-30,KKR,PBKS,Eden Gardens,Kolkata,KKR,field,KKR,wickets,8,208
2011,2011-04-30,KTK,DC,Nehru Stadium,Kochi,DC,bat,DC,runs,38,209
2011,2011-05-01,CSK,DC08,"MA Chidambaram Stadium, Chepauk",Chennai,CSK,bat,CSK,runs,19,210
2011,2011-05-01,RR,PWI,Sawai Mansingh Stadium,Jaipur,RR,field,RR,wickets,6,211
2011,2011-05-02,DC,KTK,Feroz Shah Kotla,Delhi,KTK,field,KTK,wickets,7,212
2011,2011-05-02,MI,PBKS,Wankhede Stadium,Mumbai,PBKS,field,MI,runs,23,213
2011,2011-05-03,DC08,KKR,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,DC08,field,KKR,runs,20,214
2011,2011-05-04,CSK,RR,"MA Chidambaram Stadium, Chepauk",Chennai,RR,bat,CSK,wickets,8,215
2011,2011-05-04,PWI,MI,Dr DY Patil Sports Academy,Mumbai,PWI,field,MI,runs,21,216
2011,2011-05-05,KTK,KKR,Nehru Stadium,Kochi,KKR,field,KTK,runs,17,217
2011,2011-05-05,DC08,DC,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,DC,field,DC,wickets,4,218
2011,2011-05-06,RCB,PBKS,M Chinnaswamy Stadium,Bangalore,PBKS,field,RCB,runs,85,219
2011,2011-05-07,KKR,CSK,Eden Gardens,Kolkata,CSK,bat,KKR,runs,10,220
2011,2011-05-07,MI,DC,Wankhede Stadium,Mumbai,DC,field,MI,runs,32,221
2011,2011-05-08,RCB,KTK,M Chinnaswamy Stadium,Bangalore,KTK,bat,RCB,wickets,9,222
2011,2011-05-08,PBKS,PWI,"Punjab Cricket Association Stadium, Mohali",Chandigarh,PBKS,bat,PWI,wickets,5,223
2011,2011-05-09,RR,CSK,Sawai Mansingh Stadium,Jaipur,RR,field,CSK,runs,63,224
2011,2011-05-10,PBKS,MI,"Punjab Cricket Association Stadium, Mohali",Chandigarh,MI,field,PBKS,runs,76,225
2011,2011-05-10,DC08,PWI,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,DC08,bat,PWI,wickets,6,226
2011,2011-05-11,RR,RCB,Sawai Mansingh Stadium,Jaipur,RCB,field,RCB,wickets,9,227
2011,2011-05-12,CSK,DC,"MA Chidambaram Stadium, Chepauk",Chennai,CSK,bat,CSK,runs,18,228
2011,2011-05-13,KTK,PBKS,Holkar Cricket Stadium,Indore,PBKS,field,PBKS,wickets,6,229
2011,2011-05-14,RCB,KKR,M Chinnaswamy Stadium,Bangalore,RCB,field,RCB,wickets,4,230
2011,2011-05-14,MI,DC08,Wankhede Stadium,Mumbai,DC08,bat,DC08,runs,10,231
2011,2011-05-15,PBKS,DC,Himachal Pradesh Cricket Association Stadium,Dharamsala,DC,field,PBKS,runs,29,232
2011,2011-05-15,KTK,RR,Holkar Cricket Stadium,Indore,KTK,field,KTK,wickets,8,233
2011,2011-05-16,PWI,DC08,Dr DY Patil Sports Academy,Mumbai,DC08,field,DC08,wickets,6,234
2011,2011-05-17,PBKS,RCB,Himachal Pradesh Cricket Association Stadium,Dharamsala,PBKS,bat,PBKS,runs,111,235
2011,2011-05-18,CSK,KTK,"MA Chidambaram Stadium, Chepauk",Chennai,CSK,bat,CSK,runs,11,236
2011,2011-05-19,PWI,KKR,Dr DY Patil Sports Academy,Mumbai,KKR,field,KKR,wickets,7,237
2011,2011-05-20,MI,RR,Wankhede Stadium,Mumbai,MI,bat,RR,wickets,10,238
2011,2011-05-21,PBKS,DC08,Himachal Pradesh Cricket Association Stadium,Dharamsala,PBKS,field,DC08,runs,82,239
2011,2011-05-22,RCB,CSK,M Chinnaswamy Stadium,Bangalore,RCB,field,RCB,wickets,8,240
2011,2011-05-22,KKR,MI,Eden Gardens,Kolkata,MI,field,MI,wickets,5,241
2011,2011-05-24,RCB,CSK,Wankhede Stadium,Mumbai,CSK,field,CSK,wickets,6,242
2011,2011-05-25,MI,KKR,Wankhede Stadium,Mumbai,MI,field,MI,wickets,4,243
2011,2011-05-27,RCB,MI,"MA Chidambaram Stadium, Chepauk",Chennai,MI,field,RCB,runs,43,244
2011,2011-05-28,CSK,RCB,"MA Chidambaram Stadium, Chepauk",Chennai,CSK,bat,CSK,runs,58,245
2012,2012-04-04,CSK,MI,"MA Chidambaram Stadium, Chepauk",Chennai,MI,field,MI,wickets,8,246
2012,2012-04-05,KKR,DC,Eden Gardens,Kolkata,DC,field,DC,wickets,8,247
2012,2012-04-06,MI,PWI,Wankhede Stadium,Mumbai,MI,field,PWI,runs,28,248
2012,2012-04-06,RR,PBKS,Sawai Mansingh Stadium,Jaipur,PBKS,field,RR,runs,31,249
2012,2012-04-07,DC08,CSK,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC08,field,CSK,runs,74,250
2012,2012-04-07,RCB,DC,M Chinnaswamy Stadium,Bangalore,DC,field,RCB,runs,20,251
2012,2012-04-08,RR,KKR,Sawai Mansingh Stadium,Jaipur,KKR,field,RR,runs,22,252
2012,2012-04-08,PWI,PBKS,Subrata Roy Sahara Stadium,Pune,PWI,bat,PWI,runs,22,253
2012,2012-04-09,DC08,MI,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,DC08,bat,MI,wickets,5,254
2012,2012-04-10,RCB,KKR,M Chinnaswamy Stadium,Bangalore,RCB,field,KKR,runs,42,255
2012,2012-04-10,DC,CSK,Feroz Shah Kotla,Delhi,DC,field,DC,wickets,8,256
